step,time_s,key,value
102,2834.6,staleness,2
102,2834.6,loss,0.000
102,2834.6,pg,0.000
102,2834.6,ratio,1.001
102,2834.6,gnorm,0.020
102,2834.6,queued,2
102,2834.6,dropped,0
102,2834.6,received,826
102,2834.6,logp_gap,0.011
103,2863.0,reward,0.763
103,2863.0,staleness,2
103,2863.0,loss,0.000
103,2863.0,pg,0.000
103,2863.0,ratio,1.001
103,2863.0,gnorm,0.019
103,2863.0,queued,3
103,2863.0,dropped,0
103,2863.0,received,835
103,2863.0,logp_gap,0.009
104,2891.5,reward,0.790
104,2891.5,staleness,2
104,2891.5,loss,0.000
104,2891.5,pg,0.000
104,2891.5,ratio,1.001
104,2891.5,gnorm,0.031
104,2891.5,queued,3
104,2891.5,dropped,0
104,2891.5,received,843
104,2891.5,logp_gap,0.010
105,2918.0,reward,0.742
105,2918.0,staleness,2
105,2918.0,loss,0.000
105,2918.0,pg,0.000
105,2918.0,ratio,1.001
105,2918.0,gnorm,0.025
105,2918.0,queued,3
105,2918.0,dropped,0
105,2918.0,received,851
105,2918.0,logp_gap,0.010
106,2945.0,reward,0.799
106,2945.0,staleness,2
106,2945.0,loss,0.000
106,2945.0,pg,0.000
106,2945.0,ratio,1.001
106,2945.0,gnorm,0.027
106,2945.0,queued,2
106,2945.0,dropped,0
106,2945.0,received,858
106,2945.0,logp_gap,0.010
107,2972.7,reward,0.785
107,2972.7,staleness,2
107,2972.7,loss,0.000
107,2972.7,pg,0.000
107,2972.7,ratio,1.004
107,2972.7,gnorm,0.018
107,2972.7,queued,2
107,2972.7,dropped,0
107,2972.7,received,866
107,2972.7,logp_gap,0.010
108,2999.1,reward,0.820
108,2999.1,staleness,2
108,2999.1,loss,-0.000
108,2999.1,pg,-0.000
108,2999.1,ratio,1.001
108,2999.1,gnorm,0.020
108,2999.1,queued,2
108,2999.1,dropped,0
108,2999.1,received,874
108,2999.1,logp_gap,0.009
109,3025.8,reward,0.867
109,3025.8,staleness,2
109,3025.8,loss,0.000
109,3025.8,pg,0.000
109,3025.8,ratio,1.001
109,3025.8,gnorm,0.016
109,3025.8,queued,2
109,3025.8,dropped,0
109,3025.8,received,882
109,3025.8,logp_gap,0.009
110,3053.7,reward,0.914
110,3053.7,staleness,2
110,3053.7,loss,0.000
110,3053.7,pg,0.000
110,3053.7,ratio,1.001
110,3053.7,gnorm,0.016
110,3053.7,queued,2
110,3053.7,dropped,0
110,3053.7,received,890
110,3053.7,logp_gap,0.010
111,3081.1,reward,0.787
111,3081.1,staleness,2
111,3081.1,loss,0.000
111,3081.1,pg,0.000
111,3081.1,ratio,1.001
111,3081.1,gnorm,0.021
111,3081.1,queued,2
111,3081.1,dropped,0
111,3081.1,received,898
111,3081.1,logp_gap,0.013
112,3109.5,reward,0.764
112,3109.5,staleness,2
112,3109.5,loss,0.000
112,3109.5,pg,0.000
112,3109.5,ratio,1.001
112,3109.5,gnorm,0.017
112,3109.5,queued,2
112,3109.5,dropped,0
112,3109.5,received,906
112,3109.5,logp_gap,0.012
113,3136.3,reward,0.816
113,3136.3,staleness,2
113,3136.3,loss,0.000
113,3136.3,pg,0.000
113,3136.3,ratio,1.001
113,3136.3,gnorm,0.027
113,3136.3,queued,2
113,3136.3,dropped,0
113,3136.3,received,914
113,3136.3,logp_gap,0.011
114,3164.0,reward,0.754
114,3164.0,staleness,2
114,3164.0,loss,0.000
114,3164.0,pg,0.000
114,3164.0,ratio,1.001
114,3164.0,gnorm,0.013
114,3164.0,queued,3
114,3164.0,dropped,0
114,3164.0,received,923
114,3164.0,logp_gap,0.010
115,3192.7,reward,0.682
115,3192.7,staleness,2
115,3192.7,loss,0.000
115,3192.7,pg,0.000
115,3192.7,ratio,1.001
115,3192.7,gnorm,0.026
115,3192.7,queued,3
115,3192.7,dropped,0
115,3192.7,received,931
115,3192.7,logp_gap,0.011
116,3220.1,reward,0.732
116,3220.1,staleness,2
116,3220.1,loss,0.000
116,3220.1,pg,0.000
116,3220.1,ratio,1.001
116,3220.1,gnorm,0.031
116,3220.1,queued,3
116,3220.1,dropped,0
116,3220.1,received,939
116,3220.1,logp_gap,0.011
117,3243.1,reward,0.793
117,3243.1,staleness,2
117,3243.1,loss,0.000
117,3243.1,pg,0.000
117,3243.1,ratio,1.001
117,3243.1,gnorm,0.018
117,3243.1,queued,2
117,3243.1,dropped,0
117,3243.1,received,946
117,3243.1,logp_gap,0.011
118,3271.9,reward,0.731
118,3271.9,staleness,2
118,3271.9,loss,0.000
118,3271.9,pg,0.000
118,3271.9,ratio,1.001
118,3271.9,gnorm,0.025
118,3271.9,queued,3
118,3271.9,dropped,0
118,3271.9,received,955
118,3271.9,logp_gap,0.009
119,3298.2,reward,0.780
119,3298.2,staleness,2
119,3298.2,loss,0.000
119,3298.2,pg,0.000
119,3298.2,ratio,1.001
119,3298.2,gnorm,0.022
119,3298.2,queued,2
119,3298.2,dropped,0
119,3298.2,received,962
119,3298.2,logp_gap,0.010
120,3325.5,reward,0.822
120,3325.5,staleness,2
120,3325.5,loss,0.000
120,3325.5,pg,0.000
120,3325.5,ratio,1.001
120,3325.5,gnorm,0.015
120,3325.5,queued,2
120,3325.5,dropped,0
120,3325.5,received,970
120,3325.5,logp_gap,0.012
120,3338.8,eval_acc,0.625
121,3353.1,reward,0.789
121,3353.1,staleness,2
121,3353.1,loss,0.000
121,3353.1,pg,0.000
121,3353.1,ratio,1.001
121,3353.1,gnorm,0.023
121,3353.1,queued,2
121,3353.1,dropped,0
121,3353.1,received,978
121,3353.1,logp_gap,0.009
122,3379.8,reward,0.781
122,3379.8,staleness,2
122,3379.8,loss,0.000
122,3379.8,pg,0.000
122,3379.8,ratio,1.001
122,3379.8,gnorm,0.024
122,3379.8,queued,2
122,3379.8,dropped,0
122,3379.8,received,986
122,3379.8,logp_gap,0.011
123,3406.8,reward,0.849
123,3406.8,staleness,2
123,3406.8,loss,0.000
123,3406.8,pg,0.000
123,3406.8,ratio,1.001
123,3406.8,gnorm,0.016
123,3406.8,queued,2
123,3406.8,dropped,0
123,3406.8,received,994
123,3406.8,logp_gap,0.006
124,3432.4,reward,0.790
124,3432.4,staleness,2
124,3432.4,loss,0.000
124,3432.4,pg,0.000
124,3432.4,ratio,1.001
124,3432.4,gnorm,0.015
124,3432.4,queued,2
124,3432.4,dropped,0
124,3432.4,received,1002
124,3432.4,logp_gap,0.011
125,3457.6,reward,0.771
125,3457.6,staleness,2
125,3457.6,loss,0.000
125,3457.6,pg,0.000
125,3457.6,ratio,1.001
125,3457.6,gnorm,0.014
125,3457.6,queued,2
125,3457.6,dropped,0
125,3457.6,received,1010
125,3457.6,logp_gap,0.012
126,3484.7,reward,0.879
126,3484.7,staleness,2
126,3484.7,loss,0.000
126,3484.7,pg,0.000
126,3484.7,ratio,1.001
126,3484.7,gnorm,0.020
126,3484.7,queued,2
126,3484.7,dropped,0
126,3484.7,received,1018
126,3484.7,logp_gap,0.007
127,3512.5,reward,0.770
127,3512.5,staleness,2
127,3512.5,loss,-0.000
127,3512.5,pg,-0.000
127,3512.5,ratio,1.001
127,3512.5,gnorm,0.020
127,3512.5,queued,2
127,3512.5,dropped,0
127,3512.5,received,1026
127,3512.5,logp_gap,0.008
128,3539.0,reward,0.773
128,3539.0,staleness,2
128,3539.0,loss,-0.000
128,3539.0,pg,-0.000
128,3539.0,ratio,1.001
128,3539.0,gnorm,0.015
128,3539.0,queued,2
128,3539.0,dropped,0
128,3539.0,received,1034
128,3539.0,logp_gap,0.010
129,3566.5,reward,0.826
129,3566.5,staleness,2
129,3566.5,loss,0.000
129,3566.5,pg,0.000
129,3566.5,ratio,1.001
129,3566.5,gnorm,0.016
129,3566.5,queued,2
129,3566.5,dropped,0
129,3566.5,received,1042
129,3566.5,logp_gap,0.009
130,3594.2,reward,0.807
130,3594.2,staleness,2
130,3594.2,loss,0.000
130,3594.2,pg,0.000
130,3594.2,ratio,1.001
130,3594.2,gnorm,0.028
130,3594.2,queued,2
130,3594.2,dropped,0
130,3594.2,received,1050
130,3594.2,logp_gap,0.010
131,3621.7,reward,0.810
131,3621.7,staleness,2
131,3621.7,loss,0.000
131,3621.7,pg,0.000
131,3621.7,ratio,1.001
131,3621.7,gnorm,0.025
131,3621.7,queued,2
131,3621.7,dropped,0
131,3621.7,received,1058
131,3621.7,logp_gap,0.009
132,3650.5,reward,0.771
132,3650.5,staleness,2
132,3650.5,loss,0.000
132,3650.5,pg,0.000
132,3650.5,ratio,1.001
132,3650.5,gnorm,0.024
132,3650.5,queued,2
132,3650.5,dropped,0
132,3650.5,received,1066
132,3650.5,logp_gap,0.010
133,3676.7,reward,0.846
133,3676.7,staleness,2
133,3676.7,loss,0.000
133,3676.7,pg,0.000
133,3676.7,ratio,1.001
133,3676.7,gnorm,0.017
133,3676.7,queued,2
133,3676.7,dropped,0
133,3676.7,received,1074
133,3676.7,logp_gap,0.010
134,3704.0,reward,0.735
134,3704.0,staleness,2
134,3704.0,loss,0.000
134,3704.0,pg,0.000
134,3704.0,ratio,1.001
134,3704.0,gnorm,0.013
134,3704.0,queued,2
134,3704.0,dropped,0
134,3704.0,received,1082
134,3704.0,logp_gap,0.010
135,3732.0,reward,0.772
135,3732.0,staleness,2
135,3732.0,loss,0.000
135,3732.0,pg,0.000
135,3732.0,ratio,1.001
135,3732.0,gnorm,0.019
135,3732.0,queued,2
135,3732.0,dropped,0
135,3732.0,received,1090
135,3732.0,logp_gap,0.008
136,3759.2,reward,0.713
136,3759.2,staleness,2
136,3759.2,loss,0.000
136,3759.2,pg,0.000
136,3759.2,ratio,1.001
136,3759.2,gnorm,0.056
136,3759.2,queued,2
136,3759.2,dropped,0
136,3759.2,received,1098
136,3759.2,logp_gap,0.010
137,3786.1,reward,0.811
137,3786.1,staleness,2
137,3786.1,loss,0.000
137,3786.1,pg,0.000
137,3786.1,ratio,1.001
137,3786.1,gnorm,0.032
137,3786.1,queued,2
137,3786.1,dropped,0
137,3786.1,received,1106
137,3786.1,logp_gap,0.008
138,3813.3,reward,0.808
138,3813.3,staleness,2
138,3813.3,loss,0.000
138,3813.3,pg,0.000
138,3813.3,ratio,1.001
138,3813.3,gnorm,0.024
138,3813.3,queued,2
138,3813.3,dropped,0
138,3813.3,received,1114
138,3813.3,logp_gap,0.008
139,3840.0,reward,0.855
139,3840.0,staleness,2
139,3840.0,loss,0.000
139,3840.0,pg,0.000
139,3840.0,ratio,1.001
139,3840.0,gnorm,0.028
139,3840.0,queued,2
139,3840.0,dropped,0
139,3840.0,received,1122
139,3840.0,logp_gap,0.009
140,3867.4,reward,0.882
140,3867.4,staleness,2
140,3867.4,loss,0.000
140,3867.4,pg,0.000
140,3867.4,ratio,1.001
140,3867.4,gnorm,0.024
140,3867.4,queued,2
140,3867.4,dropped,0
140,3867.4,received,1130
140,3867.4,logp_gap,0.007
140,3880.6,eval_acc,0.625
141,3894.6,reward,0.815
141,3894.6,staleness,2
141,3894.6,loss,0.000
141,3894.6,pg,0.000
141,3894.6,ratio,1.001
141,3894.6,gnorm,0.015
141,3894.6,queued,2
141,3894.6,dropped,0
141,3894.6,received,1138
141,3894.6,logp_gap,0.009
142,3921.9,reward,0.823
142,3921.9,staleness,2
142,3921.9,loss,0.000
142,3921.9,pg,0.000
142,3921.9,ratio,1.002
142,3921.9,gnorm,0.019
142,3921.9,queued,2
142,3921.9,dropped,0
142,3921.9,received,1146
142,3921.9,logp_gap,0.008
143,3949.5,reward,0.826
143,3949.5,staleness,2
143,3949.5,loss,0.000
143,3949.5,pg,0.000
143,3949.5,ratio,1.001
143,3949.5,gnorm,0.027
143,3949.5,queued,2
143,3949.5,dropped,0
143,3949.5,received,1154
143,3949.5,logp_gap,0.011
144,3976.1,reward,0.868
144,3976.1,staleness,2
144,3976.1,loss,0.000
144,3976.1,pg,0.000
144,3976.1,ratio,1.001
144,3976.1,gnorm,0.017
144,3976.1,queued,2
144,3976.1,dropped,0
144,3976.1,received,1162
144,3976.1,logp_gap,0.008
145,4003.1,reward,0.803
145,4003.1,staleness,2
145,4003.1,loss,-0.000
145,4003.1,pg,-0.000
145,4003.1,ratio,1.001
145,4003.1,gnorm,0.013
145,4003.1,queued,2
145,4003.1,dropped,0
145,4003.1,received,1170
145,4003.1,logp_gap,0.009
146,4031.4,reward,0.731
146,4031.4,staleness,2
146,4031.4,loss,0.000
146,4031.4,pg,0.000
146,4031.4,ratio,1.001
146,4031.4,gnorm,0.017
146,4031.4,queued,2
146,4031.4,dropped,0
146,4031.4,received,1178
146,4031.4,logp_gap,0.010
147,4058.2,reward,0.817
147,4058.2,staleness,2
147,4058.2,loss,0.000
147,4058.2,pg,0.000
147,4058.2,ratio,1.001
147,4058.2,gnorm,0.033
147,4058.2,queued,1
147,4058.2,dropped,0
147,4058.2,received,1185
147,4058.2,logp_gap,0.009
148,4084.7,reward,0.813
148,4084.7,staleness,2
148,4084.7,loss,0.000
148,4084.7,pg,0.000
148,4084.7,ratio,1.001
148,4084.7,gnorm,0.018
148,4084.7,queued,1
148,4084.7,dropped,0
148,4084.7,received,1193
148,4084.7,logp_gap,0.009
149,4112.7,reward,0.812
149,4112.7,staleness,2
149,4112.7,loss,0.000
149,4112.7,pg,0.000
149,4112.7,ratio,1.001
149,4112.7,gnorm,0.024
149,4112.7,queued,1
149,4112.7,dropped,0
149,4112.7,received,1201
149,4112.7,logp_gap,0.009
150,4139.3,reward,0.796
150,4139.3,staleness,2
150,4139.3,loss,0.000
150,4139.3,pg,0.000
150,4139.3,ratio,1.001
150,4139.3,gnorm,0.021
150,4139.3,queued,1
150,4139.3,dropped,0
150,4139.3,received,1209
150,4139.3,logp_gap,0.010
151,4166.2,reward,0.945
151,4166.2,staleness,2
151,4166.2,loss,0.000
151,4166.2,pg,0.000
151,4166.2,ratio,1.001
151,4166.2,gnorm,0.019
151,4166.2,queued,1
151,4166.2,dropped,0
151,4166.2,received,1217
151,4166.2,logp_gap,0.006
152,4193.9,reward,0.798
152,4193.9,staleness,2
152,4193.9,loss,0.000
152,4193.9,pg,0.000
152,4193.9,ratio,1.001
152,4193.9,gnorm,0.023
152,4193.9,queued,1
152,4193.9,dropped,0
152,4193.9,received,1225
152,4193.9,logp_gap,0.010
153,4221.2,reward,0.796
153,4221.2,staleness,2
153,4221.2,loss,-0.000
153,4221.2,pg,-0.000
153,4221.2,ratio,1.001
153,4221.2,gnorm,0.020
153,4221.2,queued,1
153,4221.2,dropped,0
153,4221.2,received,1233
153,4221.2,logp_gap,0.008
154,4249.5,reward,0.847
154,4249.5,staleness,2
154,4249.5,loss,0.000
154,4249.5,pg,0.000
154,4249.5,ratio,1.001
154,4249.5,gnorm,0.016
154,4249.5,queued,2
154,4249.5,dropped,0
154,4249.5,received,1242
154,4249.5,logp_gap,0.010
155,4276.6,reward,0.832
155,4276.6,staleness,2
155,4276.6,loss,0.000
155,4276.6,pg,0.000
155,4276.6,ratio,1.001
155,4276.6,gnorm,0.017
155,4276.6,queued,2
155,4276.6,dropped,0
155,4276.6,received,1250
155,4276.6,logp_gap,0.009
156,4304.0,reward,0.771
156,4304.0,staleness,2
156,4304.0,loss,0.000
156,4304.0,pg,0.000
156,4304.0,ratio,1.001
156,4304.0,gnorm,0.020
156,4304.0,queued,2
156,4304.0,dropped,0
156,4304.0,received,1258
156,4304.0,logp_gap,0.008
157,4332.3,reward,0.852
157,4332.3,staleness,2
157,4332.3,loss,0.000
157,4332.3,pg,0.000
157,4332.3,ratio,1.001
157,4332.3,gnorm,0.013
157,4332.3,queued,2
157,4332.3,dropped,0
157,4332.3,received,1266
157,4332.3,logp_gap,0.007
158,4360.0,reward,0.817
158,4360.0,staleness,2
158,4360.0,loss,0.000
158,4360.0,pg,0.000
158,4360.0,ratio,1.001
158,4360.0,gnorm,0.022
158,4360.0,queued,3
158,4360.0,dropped,0
158,4360.0,received,1275
158,4360.0,logp_gap,0.008
159,4384.0,reward,0.863
159,4384.0,staleness,2
159,4384.0,loss,0.000
159,4384.0,pg,0.000
159,4384.0,ratio,1.001
159,4384.0,gnorm,0.020
159,4384.0,queued,2
159,4384.0,dropped,0
159,4384.0,received,1282
159,4384.0,logp_gap,0.009
160,4412.3,reward,0.724
160,4412.3,staleness,2
160,4412.3,loss,0.000
160,4412.3,pg,0.000
160,4412.3,ratio,1.001
160,4412.3,gnorm,0.019
160,4412.3,queued,2
160,4412.3,dropped,0
160,4412.3,received,1290
160,4412.3,logp_gap,0.007
160,4425.3,eval_acc,0.609
161,4438.7,reward,0.876
161,4438.7,staleness,2
161,4438.7,loss,0.000
161,4438.7,pg,0.000
161,4438.7,ratio,1.001
161,4438.7,gnorm,0.018
161,4438.7,queued,2
161,4438.7,dropped,0
161,4438.7,received,1298
161,4438.7,logp_gap,0.008
162,4465.4,reward,0.891
162,4465.4,staleness,2
162,4465.4,loss,0.000
162,4465.4,pg,0.000
162,4465.4,ratio,1.000
162,4465.4,gnorm,0.016
162,4465.4,queued,2
162,4465.4,dropped,0
162,4465.4,received,1306
162,4465.4,logp_gap,0.007
163,4493.0,reward,0.810
163,4493.0,staleness,2
163,4493.0,loss,0.000
163,4493.0,pg,0.000
163,4493.0,ratio,1.001
163,4493.0,gnorm,0.018
163,4493.0,queued,2
163,4493.0,dropped,0
163,4493.0,received,1314
163,4493.0,logp_gap,0.010
164,4519.7,reward,0.828
164,4519.7,staleness,2
164,4519.7,loss,0.000
164,4519.7,pg,0.000
164,4519.7,ratio,1.001
164,4519.7,gnorm,0.017
164,4519.7,queued,2
164,4519.7,dropped,0
164,4519.7,received,1322
164,4519.7,logp_gap,0.008
165,4546.4,reward,0.762
165,4546.4,staleness,2
165,4546.4,loss,0.000
165,4546.4,pg,0.000
165,4546.4,ratio,1.001
165,4546.4,gnorm,0.018
165,4546.4,queued,2
165,4546.4,dropped,0
165,4546.4,received,1330
165,4546.4,logp_gap,0.011
166,4573.4,reward,0.873
166,4573.4,staleness,2
166,4573.4,loss,0.000
166,4573.4,pg,0.000
166,4573.4,ratio,1.001
166,4573.4,gnorm,0.017
166,4573.4,queued,2
166,4573.4,dropped,0
166,4573.4,received,1338
166,4573.4,logp_gap,0.008
167,4600.4,reward,0.891
167,4600.4,staleness,2
167,4600.4,loss,0.000
167,4600.4,pg,0.000
167,4600.4,ratio,1.000
167,4600.4,gnorm,0.016
167,4600.4,queued,2
167,4600.4,dropped,0
167,4600.4,received,1346
167,4600.4,logp_gap,0.009
168,4628.7,reward,0.797
168,4628.7,staleness,2
168,4628.7,loss,0.000
168,4628.7,pg,0.000
168,4628.7,ratio,1.001
168,4628.7,gnorm,0.019
168,4628.7,queued,2
168,4628.7,dropped,0
168,4628.7,received,1354
168,4628.7,logp_gap,0.010
169,4654.2,reward,0.885
169,4654.2,staleness,2
169,4654.2,loss,0.000
169,4654.2,pg,0.000
169,4654.2,ratio,1.002
169,4654.2,gnorm,0.020
169,4654.2,queued,1
169,4654.2,dropped,0
169,4654.2,received,1361
169,4654.2,logp_gap,0.010
170,4681.7,reward,0.754
170,4681.7,staleness,2
170,4681.7,loss,-0.000
170,4681.7,pg,-0.000
170,4681.7,ratio,1.001
170,4681.7,gnorm,0.015
170,4681.7,queued,1
170,4681.7,dropped,0
170,4681.7,received,1369
170,4681.7,logp_gap,0.008
171,4709.4,reward,0.822
171,4709.4,staleness,2
171,4709.4,loss,0.000
171,4709.4,pg,0.000
171,4709.4,ratio,1.001
171,4709.4,gnorm,0.023
171,4709.4,queued,2
171,4709.4,dropped,0
171,4709.4,received,1378
171,4709.4,logp_gap,0.008
172,4735.7,reward,0.824
172,4735.7,staleness,1
172,4735.7,loss,0.000
172,4735.7,pg,0.000
172,4735.7,ratio,1.001
172,4735.7,gnorm,0.013
172,4735.7,queued,1
172,4735.7,dropped,0
172,4735.7,received,1385
172,4735.7,logp_gap,0.005
173,4762.8,reward,0.834
173,4762.8,staleness,2
173,4762.8,loss,0.000
173,4762.8,pg,0.000
173,4762.8,ratio,1.001
173,4762.8,gnorm,0.023
173,4762.8,queued,1
173,4762.8,dropped,0
173,4762.8,received,1393
173,4762.8,logp_gap,0.007
174,4790.6,reward,0.887
174,4790.6,staleness,2
174,4790.6,loss,0.000
174,4790.6,pg,0.000
174,4790.6,ratio,1.001
174,4790.6,gnorm,0.053
174,4790.6,queued,1
174,4790.6,dropped,0
174,4790.6,received,1401
174,4790.6,logp_gap,0.006
175,4816.9,reward,0.922
175,4816.9,staleness,2
175,4816.9,loss,0.000
175,4816.9,pg,0.000
175,4816.9,ratio,1.002
175,4816.9,gnorm,0.127
175,4816.9,queued,1
175,4816.9,dropped,0
175,4816.9,received,1409
175,4816.9,logp_gap,0.006
176,4843.8,reward,0.842
176,4843.8,staleness,2
176,4843.8,loss,0.000
176,4843.8,pg,0.000
176,4843.8,ratio,1.001
176,4843.8,gnorm,0.021
176,4843.8,queued,1
176,4843.8,dropped,0
176,4843.8,received,1417
176,4843.8,logp_gap,0.007
177,4871.8,reward,0.856
177,4871.8,staleness,2
177,4871.8,loss,0.000
177,4871.8,pg,0.000
177,4871.8,ratio,1.001
177,4871.8,gnorm,0.014
177,4871.8,queued,1
177,4871.8,dropped,0
177,4871.8,received,1425
177,4871.8,logp_gap,0.010
178,4898.6,reward,0.828
178,4898.6,staleness,2
178,4898.6,loss,0.000
178,4898.6,pg,0.000
178,4898.6,ratio,1.001
178,4898.6,gnorm,0.017
178,4898.6,queued,1
178,4898.6,dropped,0
178,4898.6,received,1433
178,4898.6,logp_gap,0.009
179,4924.8,reward,0.743
179,4924.8,staleness,2
179,4924.8,loss,0.000
179,4924.8,pg,0.000
179,4924.8,ratio,1.001
179,4924.8,gnorm,0.017
179,4924.8,queued,1
179,4924.8,dropped,0
179,4924.8,received,1441
179,4924.8,logp_gap,0.008
180,4952.6,reward,0.840
180,4952.6,staleness,2
180,4952.6,loss,0.000
180,4952.6,pg,0.000
180,4952.6,ratio,1.001
180,4952.6,gnorm,0.017
180,4952.6,queued,1
180,4952.6,dropped,0
180,4952.6,received,1449
180,4952.6,logp_gap,0.009
180,4965.8,eval_acc,0.609
181,4979.1,reward,0.719
181,4979.1,staleness,2
181,4979.1,loss,0.000
181,4979.1,pg,0.000
181,4979.1,ratio,1.001
181,4979.1,gnorm,0.022
181,4979.1,queued,1
181,4979.1,dropped,0
181,4979.1,received,1457
181,4979.1,logp_gap,0.011
182,5006.9,reward,0.783
182,5006.9,staleness,2
182,5006.9,loss,0.000
182,5006.9,pg,0.000
182,5006.9,ratio,1.001
182,5006.9,gnorm,0.020
182,5006.9,queued,1
182,5006.9,dropped,0
182,5006.9,received,1465
182,5006.9,logp_gap,0.009
183,5034.5,reward,0.859
183,5034.5,staleness,2
183,5034.5,loss,0.000
183,5034.5,pg,0.000
183,5034.5,ratio,1.001
183,5034.5,gnorm,0.015
183,5034.5,queued,1
183,5034.5,dropped,0
183,5034.5,received,1473
183,5034.5,logp_gap,0.009
184,5062.8,reward,0.789
184,5062.8,staleness,2
184,5062.8,loss,0.000
184,5062.8,pg,0.000
184,5062.8,ratio,1.001
184,5062.8,gnorm,0.018
184,5062.8,queued,1
184,5062.8,dropped,0
184,5062.8,received,1481
184,5062.8,logp_gap,0.007
185,5091.7,reward,0.745
185,5091.7,staleness,2
185,5091.7,loss,0.000
185,5091.7,pg,0.000
185,5091.7,ratio,1.001
185,5091.7,gnorm,0.019
185,5091.7,queued,2
185,5091.7,dropped,0
185,5091.7,received,1490
185,5091.7,logp_gap,0.010
186,5118.4,reward,0.766
186,5118.4,staleness,2
186,5118.4,loss,0.000
186,5118.4,pg,0.000
186,5118.4,ratio,1.001
186,5118.4,gnorm,0.015
186,5118.4,queued,1
186,5118.4,dropped,0
186,5118.4,received,1497
186,5118.4,logp_gap,0.009
187,5146.4,reward,0.803
187,5146.4,staleness,2
187,5146.4,loss,0.000
187,5146.4,pg,0.000
187,5146.4,ratio,1.001
187,5146.4,gnorm,0.009
187,5146.4,queued,3
187,5146.4,dropped,0
187,5146.4,received,1507
187,5146.4,logp_gap,0.009
188,5174.3,reward,0.817
188,5174.3,staleness,2
188,5174.3,loss,0.000
188,5174.3,pg,0.000
188,5174.3,ratio,1.001
188,5174.3,gnorm,0.011
188,5174.3,queued,3
188,5174.3,dropped,0
188,5174.3,received,1515
188,5174.3,logp_gap,0.008
189,5202.1,reward,0.850
189,5202.1,staleness,2
189,5202.1,loss,0.000
189,5202.1,pg,0.000
189,5202.1,ratio,1.001
189,5202.1,gnorm,0.014
189,5202.1,queued,3
189,5202.1,dropped,0
189,5202.1,received,1523
189,5202.1,logp_gap,0.009
190,5225.5,reward,0.764
190,5225.5,staleness,2
190,5225.5,loss,-0.000
190,5225.5,pg,-0.000
190,5225.5,ratio,1.001
190,5225.5,gnorm,0.024
190,5225.5,queued,2
190,5225.5,dropped,0
190,5225.5,received,1530
190,5225.5,logp_gap,0.009
191,5253.2,reward,0.902
191,5253.2,staleness,2
191,5253.2,loss,0.000
191,5253.2,pg,0.000
191,5253.2,ratio,1.001
191,5253.2,gnorm,0.018
191,5253.2,queued,2
191,5253.2,dropped,0
191,5253.2,received,1538
191,5253.2,logp_gap,0.003
192,5280.9,reward,0.737
192,5280.9,staleness,2
192,5280.9,loss,0.000
192,5280.9,pg,0.000
192,5280.9,ratio,1.001
192,5280.9,gnorm,0.021
192,5280.9,queued,2
192,5280.9,dropped,0
192,5280.9,received,1546
192,5280.9,logp_gap,0.010
193,5301.2,reward,0.918
193,5301.2,staleness,2
193,5301.2,loss,0.000
193,5301.2,pg,0.000
193,5301.2,ratio,1.001
193,5301.2,gnorm,0.008
193,5301.2,queued,1
193,5301.2,dropped,0
193,5301.2,received,1553
193,5301.2,logp_gap,0.007
194,5329.7,reward,0.699
194,5329.7,staleness,2
194,5329.7,loss,0.000
194,5329.7,pg,0.000
194,5329.7,ratio,1.001
194,5329.7,gnorm,0.040
194,5329.7,queued,1
194,5329.7,dropped,0
194,5329.7,received,1561
194,5329.7,logp_gap,0.008
195,5356.2,reward,0.778
195,5356.2,staleness,2
195,5356.2,loss,0.000
195,5356.2,pg,0.000
195,5356.2,ratio,1.001
195,5356.2,gnorm,0.028
195,5356.2,queued,1
195,5356.2,dropped,0
195,5356.2,received,1569
195,5356.2,logp_gap,0.009
196,5383.0,reward,0.815
196,5383.0,staleness,2
196,5383.0,loss,0.000
196,5383.0,pg,0.000
196,5383.0,ratio,1.001
196,5383.0,gnorm,0.020
196,5383.0,queued,1
196,5383.0,dropped,0
196,5383.0,received,1577
196,5383.0,logp_gap,0.009
197,5411.5,reward,0.760
197,5411.5,staleness,2
197,5411.5,loss,0.000
197,5411.5,pg,0.000
197,5411.5,ratio,1.001
197,5411.5,gnorm,0.013
197,5411.5,queued,1
197,5411.5,dropped,0
197,5411.5,received,1585
197,5411.5,logp_gap,0.008
198,5438.2,reward,0.748
198,5438.2,staleness,2
198,5438.2,loss,0.000
198,5438.2,pg,0.000
198,5438.2,ratio,1.001
198,5438.2,gnorm,0.035
198,5438.2,queued,1
198,5438.2,dropped,0
198,5438.2,received,1593
198,5438.2,logp_gap,0.008
199,5465.1,reward,0.701
199,5465.1,staleness,2
199,5465.1,loss,0.000
199,5465.1,pg,0.000
199,5465.1,ratio,1.001
199,5465.1,gnorm,0.023
199,5465.1,queued,1
199,5465.1,dropped,0
199,5465.1,received,1601
199,5465.1,logp_gap,0.009
